index,message,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
462,"**Hi everyone, looking for some guidance.**
Just to give you some context — I own a **2022 Tata Harrier Kaziranga edition (top-end)**, though the **registration is from Jan 2023**. I’ve driven around **35,000 km** so far without any major issues.

However, **yesterday the car wouldn’t start**, and when I contacted the service center, they suspected a **battery issue** and said it might need replacement. The service technician mentioned that this is a **common issue in Harrier models**, with battery replacements often required **within 18 to 24 months**.

I’ve never faced any starting trouble until now, so this came as a surprise. He also mentioned the **battery cost would be around ₹10,000**, but said he would confirm the exact amount.

Would really appreciate any insights from fellow owners. A few specific questions:
 • Has anyone else faced a similar battery issue this early with their Harrier?
 • Is it normal for Harrier batteries to need replacement in just 18–24 months?
 • Would you recommend trying to **recharge the battery** instead of replacing it?
 • If I get the battery recharged or replaced **outside the service center**, would that **affect the vehicle warranty**?
 • Any particular **battery brand or type** you’d recommend if replacement is needed?

Thanks in advance for your help!",0.05,0.175,0.075,0.175,0.05,0.25,0.175,0.0,0.0,0.05
463,Anyone from Lucknow having safari 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,My safari facelift headlight not serving the purpose any suggestions on headlight upgrade,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Any suggestion for Safari 2022 light upgrade??,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,I have seen videos of people converting their MT to imt but i wouldn't advice doing that on Harrier..the clutch assembly would cost you around 1 lack. And the gearbox would worth the car itself..,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.0,0.0
467,"Harrier ev vs XEV 9e 
Which one will be good option for long term
Yesterday I visited Tata motors showroom fir Harrier ev
The legroom in the driving seat was really narrow for a me (My height is 6-1
Currently I am a tata safari owner",0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285
468,Is it advisable to convert MT to iMT using https://cityclutch.com/ or https://automateindia.in/service/auto-clutch-for-manual-car/ in Harrier? Has any one installed it?,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
469,My harrier has rear drum breaks.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
470,Just curious do you own either safari or Harrier?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,SAFARI pulling towards left while running. I made complaints multiple times to SC. They performs wheel alignment but again the same issue... Is this the design fault in this car?,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
472,"Definitely go for an external pdi check......I rejected my safari accomplished plus owing to a dent and paint job issues ....got another one.

Overall happy with the car.....

In accessories ..
Got TPU Matt PPF done along with internal matting, red tiger dashcam, rear bumper (avoid our indian bikes), got gharware window screen UV protection film, to protect screen from scratches there's a screen protector in amazon for 7 different screens including dashboard and others....look out for it....;
Side steps is helpful go for showroom fitted accessory for it it's pretty sturdy and doesn't protude....
Also side door visors (the showroom one I didn't like) go for outside",0.06666666666666667,0.03333333333333333,0.1,0.16666666666666666,0.0,0.3,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333
473,"Check all features before delivery, my safari accomplished got no voice sensor they took 1 month to arrange that one",0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.25
474,"Hi, planning to buy safari accoumplished plus. Request views on 
1. Must have accessories
2. Side steps
3. Teflon vs ceramic vs PPF coating 
4. Any specific checks before delivery. 
Anything that specifically needs to be done from the dealership only. 
Thanks in advance.",0.1,0.0,0.3,0.1,0.1,0.3,0.0,0.0,0.0,0.1
475,"Hi, can someone please tell what's rough cost for 1.5 yr servicing and 2yr servicing of Harrier?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,"Safari does have a poor resale value..but it more comfortable than scorpio N. Drive is also smoother. Service for both the cars is expenaive. But you will get a better feel in safari, specially the doors, the door width is compartively more that xuv 700, scorpoi N and Thar roxx, the door width is less and all the cup holder, buttons are protuding out wheras everthing is within the door for safari. It gave me a bolero kind of feel.",0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
477,"2 very different style suvs ..
Safari - monocoque chassis for comfort ride and luxury styled suv

N Scorpio - ladder on frame chassis gives u that raw suv feel with 4x4 capability 

So depends on the requirement",0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
478,"Scorpio N stance is very truck like, too much body roll.
Safari is better.

But it's personal preference, test drive (with family) and decide.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,I m planning to purchase a new car and I am confused which one to buy between tata safari/scorpio N. Some of my best friends are saying that Safari has poor resale value as compared to Scorpio N.Can someone give me an honest review?,0.1,0.1,0.1,0.2,0.0,0.2,0.0,0.1,0.1,0.1
480,I second that- Harrier is masterpiece. Services again depends on ASA,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
481,"My experience is the best car and service experience. 

But I would highly recommend doing a centre review where you will buy from and do service. Some centres have consistently bad feedback, stay away from them.
Do a third party PDI then only pay. 


I have owned and driven  Harrier for around 3 years. Absolute beast and no issues.
Prefer auto.",0.11764705882352941,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.0,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705
482,"Who ever I'm asking an opinion about Harrier, everyone says to look for other car because of quality and service issue. Asking this group about your honest opinion. Would you first of all recommend a Harrier. If you do what would you recommend? Pre face lift second hand or facelift.",0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091
483,What is the approx service cost per year with Harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,"Try out, Harrier, Safari clutch is not easy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Is Manual Harrier manageable to drive in city bumper to bumper,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486,"Need your suggestion to buy Harrier base variant Smart and do after market upgrade of sound, cruise control, remote locking etc. is it good decision or buy pure variant",0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
487,"On my safari have insalled Redtiger F17 4K 3-Channel 5G Wifi Dash Cam

I did with a hard wire kit for offline recording

One of the best  and peace of mind with very good clarity",0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222
488,Any suggestions for a dashcam for my harrier - 70mai or ddpai?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,"Not to offend you brother, but not sure many of harrier owner care or note milage. I mean not the primary or secondary purpose of purchasing the beast is mileage any-day for me.",0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0
490,Can we use this oil for Tata harrier BS VI model,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
491,"3 year old harrier at 69.5k odo .around 2 weeks earlier at last service on 67.5k I opted for rat repellent coating in engine bay provided at service centre by 3m I think. Now from yesterday evening a pungent chemical type smell is in the car. In stationary vehicle after 4-5 hours it is very pungent , after some driving with windows open it becomes just bearable. Anyone faced such issue ? 
Is is refrigerant leak or coating issues or anything else with ac compressor.",0.125,0.125,0.0,0.0,0.0,0.0,0.4375,0.0,0.3125,0.0
492,What would be ideal battery for Harrier 2022 model,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
493,what is approximate service cost for second year for tatA harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,I need suggestions for Tyre for harrier 2019 model present i am using 255/65/R17,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
495,Is the owner of this harrier in this group? Or is he on youtube?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,I am getting oil signal continuously in my safari while travelling. Checked the oil level with local garage and it was good. What can be reason?,0.0,0.0,0.125,0.25,0.125,0.375,0.0,0.0,0.0,0.125
497,"I purchased a Safari Facelift last year in April, and I’ve been experiencing a noise issue from the suspension from left side of the vehicle even when the vehicle is in a speed of 5-10 KM/hours in a rough road. I reported this to the service team, and they mentioned that it’s a common issue in all vehicles and assured me it would be fixed but even after 2-3 service the sound is still there

Could you guys please confirm if this is actually a known/common issue, or am I being misinformed?",0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
498,Got this software version installed in my safari 2023 xza+ o model and the infotainment system gets restart in every 10 min having android auto in play. Is this is stable version or should I install the lower stable versions if any,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0
499,What is the latest infotainment update version installed in facelift harrier ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,"Any suggestions for led lights for Tata Safari, any feedback on AOZOOM?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,"Hi All
I am existing the group. I have sold my harrier to switch to EV.
Thanks for all the support",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Just wanted to check… bosch clear advantage vipers suit new Tata Safari ???,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,"Dear all..when I park Harrier on the slope and when I start driving and get the Harrier down, there is a weird sound I get..Is this normal ?",0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0
504,Can anyone help me with this car with wrench symbol along with check engine light issue on my safari 2023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
505,"Safari has a faulty brake master cylinder booster. I had it replaced out of warranty. Sc told there is no problem. 

But after replacement I found the brakes to be working fine",0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091
506,"Got to know that what's mostly causing this problem  is the failure of Master Cylinder due to which brake oil is getting leaked and affecting brake booster.

This is a common problem in Harrier and  Safari. Will be visiting the Service Centre and proactively checking this issue.",0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.0
507,"See a lot of queries about ineffective breaking. 
I have been experiencing the same with my Safari 2022 XZA+
Break pads changed at 30000 KM.

Is it a problem with break boosters? 
The service centre says it's how the break is. Which is definitely false. 

Please share if anyone was able to resolve this breaking issue.",0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091
508,Hi Rockey...Bhai any feedback on harrier's running after these many km and what is service frequency..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Harrier 1.5lkh crossrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Anyone crossed 1lac kms odo in Safari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,"Most cases in Harrier , It usually pops up if your major service is due...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
512,Original stock headlights of 2023 harrier. Used for a year only. Ready to sell with very minimal price in Bangalore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,can we buy amc for old vehicle - safari ( 2021 model),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
514,Anyone Tata service app showing different prices for service. Like Engine oil 5200 around but service center charge Rs5700 and labour change Rs 4295 and service center Rs4700.... And many more price Differences between app and service center price...... Vehicle- safari,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.0,0.0
515,"As a car, harrier is awesome and no complaints for that. I am satisfied for using 3 years and 40kms 
Just SC is nightmare 😜",0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25
516,"Most like harrier, we rarely see any issues on the performance..like every machine this car also this will have some problem...but getting that problem properly diagnosed, and then getting a proper solution is a real pain. Attitude of advisors and Tata people makes it even worse. Other cars also breakdown but getting the issue resolved is much simpler.",0.2,0.0,0.0,0.13333333333333333,0.0,0.2,0.26666666666666666,0.2,0.0,0.0
517,"Because all who are having capacity. They bought harrier already.

I am seeing many Harriers in the roads atleast 1 in a minute.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,More than 99% of Tata Harrier and Safari owners are satisfied. The poor 1% get a bad deal whether indian or German car,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666
519,"Pardon What language are you using? As a satisfied owner of Harrier having driven 55K Kms in 2.5 years , i object to your blaming the platform and performance in the owners group. Are you an owner or are you representing competition here?",0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666
520,They should have separate service facility for Harrier and Safari... like Nexa was done by Maruti..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,"Can’t agree more. Tata SC is fraud. 3 years since Harrier, each service they are fooling. Not a single instruction they care. It’s all about printing money per car service. I have used other companies car but tata is not even company if you go by SC. Losers I will say",0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.0,0.09090909090909091
522,Hi guys.My tata safari xza+o rdk(2023 model) 4th servicing has been lapsed by 4 months due to some unavoidable situation and my yearly servicing will be due in june 2025.Kindly advise if i can directly do yearly servicing or not. The total running of the car is 13000 Km.,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0
523,Any one updated software for harrier 2019 ? Any issues after update,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,"Hi guys, Harrier facelift AC has suddenly started making weird noise like some loose bolt is vibrating, can be heard with some effort at 20 sec onward, is this something to be concerned about?",0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0
525,"Safari Automatic - when I switch to manual mode, I see sports mode activated. Is that normal ? 🤔",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
526,"Hi Everyone, i am having Harrier ADV+A AT driven 20k in one year. I have observed for past few days that while down shifting of gears D4-D3 or D3-D2 some times there is a shudder or vibration. Is it normal as it happens in a very rare cases!

Kindly share your observations. Thanks in advance",0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182
527,"Hi All,
Can anyone please suggest a replacement tyre for my Facelift Harrier (19 inches one)?

Both the front tyres got a cut and MRF(through SC) declined saying its not a manufacturing defect.

I am not sure which one to purchase.",0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
528,"Hey guys, my 3rd service for safari is due next week. Any suggestions for a 'better' service center in Bangalore? I have earlier visited Avalahalli Cauvery motors for 2nd service; the experience was average at best.",0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
529,Meanwhile this is harrier group. I suggest u ask in my dm regarding other models.. thanks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,"This is a public group of Harrier lovers to help each other, be polite even in disagreement.

No one was invited or asked to leave the group. It is a personal choice.

Understand when to stop the debate. 

Car owner have purchased vehicle they can figure out what is best.",0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0
531,"This is not Tiago group

You are talking in harrier group",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,"What are you trying to prove??

You told that car engine will strain on eco mode.

I told car engine won't strain on eco mode.

Again you bought a piece of evidence from JD Power website that eco mode don't affect or strain the engine of higher cc car.

Again you are telling that car engine will strain on eco mode.

No bro it won't... Eco mode will only strain lower cc car but not harrier.

Harrier is a higher cc car. 

What you are claiming may applicable for engine below 1000cc..

If you feel like your car was straining on eco mode on city traffic conditions. Keep that perception with you. No need to push that perception on others without proper piece of evidence to prove!!!

If it's straining as you are claiming then harrier won't sell this much. Manufacturer came into play and will notify on manual and other areas not use eco mode on city traffic conditions. Today conversation won't be happening.

Finally you called me brainless, common senseless, dumb and idiot because I am not complied with your perception. 



Do you have any idea on how many steps involved before releasing a model such as harrier which is a flagship of Tata motors???



Do you think manufacturer will create an engine which straining on eco mode and sell it to people??



This is the most dumbest, stupidity that someone can come across.



Finally I am trying to sell my course by opposing your opinion??


What are you living on Mars??

Where are you going with this kind of stupidity?

Accept the truth

Your opinion was not against me but against the Manufacturer, Arai, RTO office model approvals, state approvals, etc..

See the truth, don't argue with me...",0.02,0.04,0.12,0.14,0.06,0.28,0.14,0.04,0.08,0.08
533,"Bro watch your mouth!! 

Stop offending people..

Just because you are allowed to say something. Don't talk..

We personally worked many things on harrier.

You bought because you liked the car.

We are the people who was responsible for that likeness.",0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
534,"Btw

Your taking your own finger and poking in your eye.

You yourself cleared that eco mode in harrier was fit to drive on city traffic conditions.

Go through your messages and content you shared from JD Power website.",0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
535,I tested my Tigor and harrier in eco modes ...best result i got on highways was 29 on Tigor and 25 in Harrier....,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,"Hi,

This group is for tata harrier and safari owners club.

Do you own one??

Last time you asked my opinion about purchasing. Did you purchased or not??",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,"*Got this from google AI *

No, driving a Tata Harrier in Eco mode does not cause any damage to the car, it primarily optimizes fuel consumption by adjusting engine and transmission settings. 

Here's a more detailed explanation:

**Eco Mode Functionality:**Eco mode in most modern cars, including the Harrier, is designed to improve fuel efficiency by: 
**Adjusting Transmission:** It typically shifts gears at lower engine RPMs, which can lead to slightly slower acceleration but better fuel economy. 
**Limiting Throttle Response:** The throttle response is also made less sensitive, encouraging a smoother and more relaxed driving style. 



**No Harm to the Engine:**The changes made by Eco mode are temporary and do not cause any long-term damage to the engine or transmission. 


**When to Use Eco Mode:**
Eco mode is best suited for situations where you prioritize fuel economy over performance, such as: **Long Highway Drives:** When you're cruising at a steady speed with minimal acceleration and braking. 
**Relaxed Driving:** When you're not in a hurry and prefer a smoother, more relaxed driving experience. 



**When to Avoid Eco Mode:**
You should avoid using Eco mode when you need quick acceleration or responsive handling, such as: **City Driving:** In stop-and-go traffic, the reduced throttle response can make Eco mode feel sluggish. 
**Overtaking:** When you need to quickly accelerate to overtake other vehicle",0.06976744186046512,0.11627906976744186,0.11627906976744186,0.13953488372093023,0.023255813953488372,0.13953488372093023,0.23255813953488372,0.09302325581395349,0.046511627906976744,0.023255813953488372
538,"Listen to everyones comment, 
But try things(modes in different conditions) and conclude yourself. 

With cars especially like Harrier,
enjoying the drive is most important.",0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
539,"Is this published on a tata website?

Does manufacturers telling you not to use eco mode?

Again 

Read the info you shared. It is mentioning low volume engines. Harrier and safari are not low volume engines.

Bro please stand on one side. Why are you supporting me now???",0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
540,"People are driving in Eco mode at highways.

I told you already. Once there was harrier. There is no other car!!!

This will lure you to highspeeds. Please be speed conscious while driving 🙏🏻",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
541,"This is suitable for Tiago or any other lower cc engine.

But not for safari and harrier",0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
542,"Is it okay to drive in city traffic on Economy Mode? With City Mode, I am getting a mileage of only 10.5 kmpl with AC on in my Harrier Automatic",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Hi - Can anyone share the link for front wipers for harrier 2022 model.,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2
544,"How can we fix HARRIER letters on bonnet, is it DIY? Or need to go SC? Where can we get this pls?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,does anyone know about the problem i am facing in tata safari 6 speed automatic 2024 idling to crawl whole car vibrates then settles and repeats from idle to crawl once off break settles,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0
546,"Good suggestion 😃. Here is what chatgpt says...not sure if it's correct.
The engine oil capacity of Indian cars varies depending on the make, model, and engine type. Here’s a general guideline for popular car segments in India:

Small Hatchbacks (800cc - 1200cc)

Maruti Alto, Renault Kwid, Hyundai Santro – ~2.5 to 3.5 liters

Maruti Swift, Hyundai Grand i10, Tata Tiago – ~3.0 to 4.0 liters


Compact Sedans & Hatchbacks (1200cc - 1500cc)

Maruti Baleno, Hyundai i20, Honda Amaze, Tata Tigor – ~3.5 to 4.5 liters


Mid-Size Sedans & SUVs (1500cc - 2000cc)

Hyundai Verna, Honda City, Maruti Ciaz – ~3.7 to 4.5 liters

Maruti Brezza, Hyundai Creta, Kia Seltos, Tata Harrier – ~4.0 to 5.5 liters


Diesel Cars (1000cc - 2000cc)

Hyundai i20 Diesel, Maruti Dzire Diesel – ~3.5 to 4.5 liters

Mahindra XUV700, Toyota Innova Crysta Diesel – ~5.0 to 7.5 liters


Large SUVs & MPVs (2000cc and above)

Toyota Fortuner, Ford Endeavour, Mahindra Scorpio – ~6.0 to 9.0 liters


Engine oil capacity also depends on whether you're changing only the oil or both the oil and the oil filter.",0.0,0.0,0.08333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333
547,"My Tata harrier 2023 model service is due this month .. last service was done a year back at 9000 km and currently it is 17000 km. 
service advisor is advising to change all oils and filters, greeting, wheel alignment and balancing with brake cleaning etc - total cost 22000 rs.. pls advice if all are needed and cost is reasonable .. thanks .",0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0
548,"Am sure the subject is there in the thread. Not able to find.
   Want to replace head lamps of Harrier xza 2021.
  Also want to fit a dashcam.
In Mumbai Worli.
Not keen to do myself.

Suggestions please",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
549,Does anyone knows if the arcade app update will come for face-lifted tata safari other than stealth edition,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
550,"Any idea how much does a driver side door replacement of harrier cost with paint and everything 

Without insurance",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,"Harrier car ka AC fan nhi chal rha 
Kya ho skta h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,"Any idea on service cost of tata safari, 2nd year full service ?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
553,Is there any suggestion for under thigh support in driver seat of harrier? For long drive I feel a bit uncomfortable...,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
554,"Hi,
Can we add Safari's coil springs to Harrier to make the suspension slightly soft?",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
555,"In Facelift Safari Im getting this oil sign. I have checked oil level it seems ok to me,bcoz serviced car just couple of months back. 
Any idea why Im getting this sign.",0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
556,"I have harrier facelift 2023 model, brake bite in 1st tempt is not responsive enough.

Have to pump brake pedals twice to gain enough braking.",0.0,0.0,0.25,0.125,0.0,0.375,0.125,0.0,0.0,0.125
557,"I have the same problem in my safari 2024 (pre-facelift). The brake bite is not sufficient in the first go. I have to release and apply brake again to get enough braking power. 

Did brake bleeding multiple times and brake pads and discs are in very good condition, brake booster was replaced under warranty but still the problem persists.

No service center is able to identify the problem and fix it.",0.17391304347826086,0.0,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.21739130434782608,0.17391304347826086,0.043478260869565216,0.043478260869565216
558,"I am experiencing battery issues. It’s a Harrier facelift model, and it will be one year old in April. I had to jumpstart it quite a few times, and the mechanic informed me that a few cells of the battery might not be working. He suggested that I get it replaced since one year has not been completed, and it is under warranty. Could some of you help me with how to initiate the process?",0.0,0.25,0.0,0.125,0.0,0.375,0.25,0.0,0.0,0.0
559,My front door rattling issue is not resolved in last 2 years. Since I bought my red dark harrier in 2023 March. SC replaced beading’s and run moulds 2/3 times but it come back. Can I ask for replacement or refund of car under warranty? I have escalated the issue over the email to Tata motors regional customer manager too. They don’t know root cause and apply standard fixes which does not work.,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.0
560,Does anyone feel 2024 Harrier breaks are less responsive or less bite at low speed? Not sure whether this is an issue in just my car. My third service is due in 3 weeks. Shall I get it checked now or wait for the 3rd service? Will they charge for it during 3rd service?,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
561,I am at service center and being given an estimate at 30000 like this. Hope this is fine. They are asking to change brake pads for 4500 in my harrier. Kindly suggest.,0.1111111111111111,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111
562,"One more thing, i felt an issue with brakes as had to push them hard during trip. The balancing guy told that pads are fine. So is there need to change discs, what would be the cost involved for harrier 2022 model.",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
563,"Who covered highest kms in their harrier/safari

Got few questions",0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
564,"Hi everyone, I’m driving from Delhi to Bangalore on March 15th in my Tata Safari. If anyone is interested in joining, please DM me ASAP—limited seats available!

🚘🚘🚘🚘🚘🚘🚘🚘🚘🚘🚘🚘",0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0
565,Hi everyone - Can someone share the estimate for harrier service at 30000 km. I was travelling in rajasthan and engine oil icon started blickering at 27000 km so maybe i need to get the oil changed. Any inputs will be appreciated. Thanks,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
566,I got it installed for my harrier I feel it’s useless sometimes it beeps even if nothings there,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
567,How much front parking sensor will cost for safari?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,"Hi All, I'm looking to upgrade my harrier company fitted speaker? Can someone please share if they had done recently?",0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
569,"Hi guys, yesterday i happened to drop my harrier for it's 60k km service. During the service, the brake pads were changed which was driven for just 19k kms since last replacement. The first brake pads were changed at 38k km and yesterday at 57.7k, the brake pads was replaced 🤨. Is it normal for the brake pads to wear this quick? The first brake pads ran till 38k kms and the second one just below 20k😬. Below is the pic for reference.",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
