message,cleaned_message,language,translated_message,sentiment
+1 have it on my safari, have it on my safari,en,+1 have it on my safari,Neutral
"Hi all, I am planning to install dashcam in my safari, Could you guys suggest good dual chanel dashcam. Thanks 😊",hi all i am planning to install dashcam in my safari could you guys suggest good dual chanel dashcam thanks ,en,"Hi all, I am planning to install dashcam in my safari, Could you guys suggest good dual chanel dashcam. Thanks 😊",Positive
"Sevice centers often use low quality  materials, I gave my car for rear right door replacement in Jan and currently that door looks really bad, like colour has been faded as compared to OEM paint.
I have blue harrier.

I don't wash my car daily or weekly btw, I do once or twice a month still the colour has faded

Get quotation from sc and other good Local garage (any brand's franchise recommended) 
Also see if they use paint booth or not",sevice centers often use low quality materials i gave my car for rear right door replacement in jan and currently that door looks really bad like colour has been faded as compared to oem paint i have blue harrier i dont wash my car daily or weekly btw i do once or twice a month still the colour has faded get quotation from sc and other good local garage any brands franchise recommended also see if they use paint booth or not,en,"Sevice centers often use low quality  materials, I gave my car for rear right door replacement in Jan and currently that door looks really bad, like colour has been faded as compared to OEM paint.
I have blue harrier.

I don't wash my car daily or weekly btw, I do once or twice a month still the colour has faded

Get quotation from sc and other good Local garage (any brand's franchise recommended) 
Also see if they use paint booth or not",Neutral
"Should last 3-4 years tentatively, let's see. Haven't come across anyone who has changed Harrier battery twice yet",should last years tentatively lets see havent come across anyone who has changed harrier battery twice yet,en,"Should last 3-4 years tentatively, let's see. Haven't come across anyone who has changed Harrier battery twice yet",Neutral
How long does non-oem battery last in Harrier?,how long does nonoem battery last in harrier,en,How long does non-oem battery last in Harrier?,Neutral
"How many years does the battery last in Harrier? My battery needs replacement at the end of 18 months... this is too less I feel...in my Honda, the battery change happened after 42 months...",how many years does the battery last in harrier my battery needs replacement at the end of months this is too less i feelin my honda the battery change happened after months,en,"How many years does the battery last in Harrier? My battery needs replacement at the end of 18 months... this is too less I feel...in my Honda, the battery change happened after 42 months...",Positive
"Service centre says my Harrier 2019 XZA  milo 25k  km  needs Shock absorber replacement. Says Leakage is there and Quoting around 25 k. 
(11k +11k +Labour) 
Yes there's some slight discomfort in the back seat ride. But no Big trouble.
  Any way to know whether replacement is the only way? Thank you.",service centre says my harrier xza milo k km needs shock absorber replacement says leakage is there and quoting around k k k labour yes theres some slight discomfort in the back seat ride but no big trouble any way to know whether replacement is the only way thank you,en,"Service centre says my Harrier 2019 XZA  milo 25k  km  needs Shock absorber replacement. Says Leakage is there and Quoting around 25 k. 
(11k +11k +Labour) 
Yes there's some slight discomfort in the back seat ride. But no Big trouble.
  Any way to know whether replacement is the only way? Thank you.",Neutral
"1. Restart ( force) infotainment system 
2. If it completely didn't work, check with SC and replace. 

Both I have personally encountered in harrier, changed free being in warranty period.", restart force infotainment system if it completely didnt work check with sc and replace both i have personally encountered in harrier changed free being in warranty period,en,"1. Restart ( force) infotainment system 
2. If it completely didn't work, check with SC and replace. 

Both I have personally encountered in harrier, changed free being in warranty period.",Positive
"Friends, I am facing an issue with 360 camera in my 2 weeks old safari accomplished plus model. It does not switch on when the button is pressed on dash board. Neither reverse camera works. This happened twice. Earlier, got corrected on its own within 5 mins but yesterday it persisted even after 3-4 start attempts. Can anyone guide on possible cause. I feel it's very risky if that happens in middle of a journey. You are left to judgement only!!",friends i am facing an issue with camera in my weeks old safari accomplished plus model it does not switch on when the button is pressed on dash board neither reverse camera works this happened twice earlier got corrected on its own within mins but yesterday it persisted even after start attempts can anyone guide on possible cause i feel its very risky if that happens in middle of a journey you are left to judgement only,en,"Friends, I am facing an issue with 360 camera in my 2 weeks old safari accomplished plus model. It does not switch on when the button is pressed on dash board. Neither reverse camera works. This happened twice. Earlier, got corrected on its own within 5 mins but yesterday it persisted even after 3-4 start attempts. Can anyone guide on possible cause. I feel it's very risky if that happens in middle of a journey. You are left to judgement only!!",Positive
Which OBDII scanner tool hardware is best suitable for facelifted harrier with most data coming in it ?,which obdii scanner tool hardware is best suitable for facelifted harrier with most data coming in it ,en,Which OBDII scanner tool hardware is best suitable for facelifted harrier with most data coming in it ?,Positive
Maine kal apni safari mein horn upgrade krwaya,maine kal apni safari mein horn upgrade krwaya,id,Maine kal apni safari mein horn upgrade krwaya,Neutral
"It’s a August 2022 Safari Jet. Today morning it refused to start. The engine is not even cranking. It is showing malfunction detected. While I am contacting the service center, what could be the potential reason",its a august safari jet today morning it refused to start the engine is not even cranking it is showing malfunction detected while i am contacting the service center what could be the potential reason,en,"It’s a August 2022 Safari Jet. Today morning it refused to start. The engine is not even cranking. It is showing malfunction detected. While I am contacting the service center, what could be the potential reason",Neutral
Anyone have idea about the new safari and harrier variants. Currently 37 variants are there but Tata is planning to slash down the variants and only 4 variants will be there now.,anyone have idea about the new safari and harrier variants currently variants are there but tata is planning to slash down the variants and only variants will be there now,en,Anyone have idea about the new safari and harrier variants. Currently 37 variants are there but Tata is planning to slash down the variants and only 4 variants will be there now.,Neutral
Any one facing issues with the Head lights of Safari? Especially in the rainy season lights are not at par,any one facing issues with the head lights of safari especially in the rainy season lights are not at par,en,Any one facing issues with the Head lights of Safari? Especially in the rainy season lights are not at par,Neutral
You can try - Adishakti Hebbal- Talk to Umesh - Harrier Service advisor,you can try adishakti hebbal talk to umesh harrier service advisor,en,You can try - Adishakti Hebbal- Talk to Umesh - Harrier Service advisor,Neutral
I'm getting 11-12 kmpl in Harrier Automatic variant in city traffic...i guess it would be more in highways where I haven't driven much...,im getting kmpl in harrier automatic variant in city traffici guess it would be more in highways where i havent driven much,en,I'm getting 11-12 kmpl in Harrier Automatic variant in city traffic...i guess it would be more in highways where I haven't driven much...,Positive
@valuefirst need your quotation on brand new harrier fearless plus automatic transmission model 3+3 plan,valuefirst need your quotation on brand new harrier fearless plus automatic transmission model plan,en,@valuefirst need your quotation on brand new harrier fearless plus automatic transmission model 3+3 plan,Positive
"Still curious who are the so called "" my people"". Is this a cult who religiously follow you..do they know you are considering them as ur followers..are they aware that you don't actually own a harrier/safari...and are simply here to sell ur course..",still curious who are the so called my people is this a cult who religiously follow youdo they know you are considering them as ur followersare they aware that you dont actually own a harriersafariand are simply here to sell ur course,en,"Still curious who are the so called "" my people"". Is this a cult who religiously follow you..do they know you are considering them as ur followers..are they aware that you don't actually own a harrier/safari...and are simply here to sell ur course..",Positive
It's a lame excuse by OEM that installation of accessories is the reason of fire. We have seen same incident in Punjab where the top model of safari caught fire and there were no accessories installed. Don't act like a tata motors agent. Let them analyse the root cause of this incident.,its a lame excuse by oem that installation of accessories is the reason of fire we have seen same incident in punjab where the top model of safari caught fire and there were no accessories installed dont act like a tata motors agent let them analyse the root cause of this incident,en,It's a lame excuse by OEM that installation of accessories is the reason of fire. We have seen same incident in Punjab where the top model of safari caught fire and there were no accessories installed. Don't act like a tata motors agent. Let them analyse the root cause of this incident.,Neutral
Is Exide the recommended battery for Harrier?,is exide the recommended battery for harrier,en,Is Exide the recommended battery for Harrier?,Neutral
Yes. The Exide OEM batteries that come with Harrier/Safari have issues. More so from past few years. I had to get mine replaced within 10 months of purchasing the car as it would not start one morning. Battery tests revealed that the battery is the problem. I was told that the replacement battery should not have such problems. At-least for a couple of years.,yes the exide oem batteries that come with harriersafari have issues more so from past few years i had to get mine replaced within months of purchasing the car as it would not start one morning battery tests revealed that the battery is the problem i was told that the replacement battery should not have such problems atleast for a couple of years,en,Yes. The Exide OEM batteries that come with Harrier/Safari have issues. More so from past few years. I had to get mine replaced within 10 months of purchasing the car as it would not start one morning. Battery tests revealed that the battery is the problem. I was told that the replacement battery should not have such problems. At-least for a couple of years.,Neutral
"**Hi everyone, looking for some guidance.**
Just to give you some context — I own a **2022 Tata Harrier Kaziranga edition (top-end)**, though the **registration is from Jan 2023**. I’ve driven around **35,000 km** so far without any major issues.

However, **yesterday the car wouldn’t start**, and when I contacted the service center, they suspected a **battery issue** and said it might need replacement. The service technician mentioned that this is a **common issue in Harrier models**, with battery replacements often required **within 18 to 24 months**.

I’ve never faced any starting trouble until now, so this came as a surprise. He also mentioned the **battery cost would be around ₹10,000**, but said he would confirm the exact amount.

Would really appreciate any insights from fellow owners. A few specific questions:
 • Has anyone else faced a similar battery issue this early with their Harrier?
 • Is it normal for Harrier batteries to need replacement in just 18–24 months?
 • Would you recommend trying to **recharge the battery** instead of replacing it?
 • If I get the battery recharged or replaced **outside the service center**, would that **affect the vehicle warranty**?
 • Any particular **battery brand or type** you’d recommend if replacement is needed?

Thanks in advance for your help!",hi everyone looking for some guidance just to give you some context i own a tata harrier kaziranga edition topend though the registration is from jan ive driven around km so far without any major issues however yesterday the car wouldnt start and when i contacted the service center they suspected a battery issue and said it might need replacement the service technician mentioned that this is a common issue in harrier models with battery replacements often required within to months ive never faced any starting trouble until now so this came as a surprise he also mentioned the battery cost would be around but said he would confirm the exact amount would really appreciate any insights from fellow owners a few specific questions has anyone else faced a similar battery issue this early with their harrier is it normal for harrier batteries to need replacement in just months would you recommend trying to recharge the battery instead of replacing it if i get the battery recharged or replaced outside the service center would that affect the vehicle warranty any particular battery brand or type youd recommend if replacement is needed thanks in advance for your help,en,"**Hi everyone, looking for some guidance.**
Just to give you some context — I own a **2022 Tata Harrier Kaziranga edition (top-end)**, though the **registration is from Jan 2023**. I’ve driven around **35,000 km** so far without any major issues.

However, **yesterday the car wouldn’t start**, and when I contacted the service center, they suspected a **battery issue** and said it might need replacement. The service technician mentioned that this is a **common issue in Harrier models**, with battery replacements often required **within 18 to 24 months**.

I’ve never faced any starting trouble until now, so this came as a surprise. He also mentioned the **battery cost would be around ₹10,000**, but said he would confirm the exact amount.

Would really appreciate any insights from fellow owners. A few specific questions:
 • Has anyone else faced a similar battery issue this early with their Harrier?
 • Is it normal for Harrier batteries to need replacement in just 18–24 months?
 • Would you recommend trying to **recharge the battery** instead of replacing it?
 • If I get the battery recharged or replaced **outside the service center**, would that **affect the vehicle warranty**?
 • Any particular **battery brand or type** you’d recommend if replacement is needed?

Thanks in advance for your help!",Neutral
Anyone from Lucknow having safari 2024,anyone from lucknow having safari ,en,Anyone from Lucknow having safari 2024,Neutral
My safari facelift headlight not serving the purpose any suggestions on headlight upgrade,my safari facelift headlight not serving the purpose any suggestions on headlight upgrade,en,My safari facelift headlight not serving the purpose any suggestions on headlight upgrade,Neutral
Any suggestion for Safari 2022 light upgrade??,any suggestion for safari light upgrade,da,Any suggestion for Safari 2022 light upgrade??,Positive
I have seen videos of people converting their MT to imt but i wouldn't advice doing that on Harrier..the clutch assembly would cost you around 1 lack. And the gearbox would worth the car itself..,i have seen videos of people converting their mt to imt but i wouldnt advice doing that on harrierthe clutch assembly would cost you around lack and the gearbox would worth the car itself,en,I have seen videos of people converting their MT to imt but i wouldn't advice doing that on Harrier..the clutch assembly would cost you around 1 lack. And the gearbox would worth the car itself..,Positive
"Harrier ev vs XEV 9e 
Which one will be good option for long term
Yesterday I visited Tata motors showroom fir Harrier ev
The legroom in the driving seat was really narrow for a me (My height is 6-1
Currently I am a tata safari owner",harrier ev vs xev e which one will be good option for long term yesterday i visited tata motors showroom fir harrier ev the legroom in the driving seat was really narrow for a me my height is currently i am a tata safari owner,en,"Harrier ev vs XEV 9e 
Which one will be good option for long term
Yesterday I visited Tata motors showroom fir Harrier ev
The legroom in the driving seat was really narrow for a me (My height is 6-1
Currently I am a tata safari owner",Positive
Is it advisable to convert MT to iMT using https://cityclutch.com/ or https://automateindia.in/service/auto-clutch-for-manual-car/ in Harrier? Has any one installed it?,is it advisable to convert mt to imt using or in harrier has any one installed it,en,Is it advisable to convert MT to iMT using https://cityclutch.com/ or https://automateindia.in/service/auto-clutch-for-manual-car/ in Harrier? Has any one installed it?,Neutral
My harrier has rear drum breaks.,my harrier has rear drum breaks,en,My harrier has rear drum breaks.,Neutral
Just curious do you own either safari or Harrier?,just curious do you own either safari or harrier,en,Just curious do you own either safari or Harrier?,Positive
SAFARI pulling towards left while running. I made complaints multiple times to SC. They performs wheel alignment but again the same issue... Is this the design fault in this car?,safari pulling towards left while running i made complaints multiple times to sc they performs wheel alignment but again the same issue is this the design fault in this car,en,SAFARI pulling towards left while running. I made complaints multiple times to SC. They performs wheel alignment but again the same issue... Is this the design fault in this car?,Neutral
"Definitely go for an external pdi check......I rejected my safari accomplished plus owing to a dent and paint job issues ....got another one.

Overall happy with the car.....

In accessories ..
Got TPU Matt PPF done along with internal matting, red tiger dashcam, rear bumper (avoid our indian bikes), got gharware window screen UV protection film, to protect screen from scratches there's a screen protector in amazon for 7 different screens including dashboard and others....look out for it....;
Side steps is helpful go for showroom fitted accessory for it it's pretty sturdy and doesn't protude....
Also side door visors (the showroom one I didn't like) go for outside",definitely go for an external pdi checki rejected my safari accomplished plus owing to a dent and paint job issues got another one overall happy with the car in accessories got tpu matt ppf done along with internal matting red tiger dashcam rear bumper avoid our indian bikes got gharware window screen uv protection film to protect screen from scratches theres a screen protector in amazon for different screens including dashboard and otherslook out for it side steps is helpful go for showroom fitted accessory for it its pretty sturdy and doesnt protude also side door visors the showroom one i didnt like go for outside,en,"Definitely go for an external pdi check......I rejected my safari accomplished plus owing to a dent and paint job issues ....got another one.

Overall happy with the car.....

In accessories ..
Got TPU Matt PPF done along with internal matting, red tiger dashcam, rear bumper (avoid our indian bikes), got gharware window screen UV protection film, to protect screen from scratches there's a screen protector in amazon for 7 different screens including dashboard and others....look out for it....;
Side steps is helpful go for showroom fitted accessory for it it's pretty sturdy and doesn't protude....
Also side door visors (the showroom one I didn't like) go for outside",Positive
"Check all features before delivery, my safari accomplished got no voice sensor they took 1 month to arrange that one",check all features before delivery my safari accomplished got no voice sensor they took month to arrange that one,en,"Check all features before delivery, my safari accomplished got no voice sensor they took 1 month to arrange that one",Positive
"Hi, planning to buy safari accoumplished plus. Request views on 
1. Must have accessories
2. Side steps
3. Teflon vs ceramic vs PPF coating 
4. Any specific checks before delivery. 
Anything that specifically needs to be done from the dealership only. 
Thanks in advance.",hi planning to buy safari accoumplished plus request views on must have accessories side steps teflon vs ceramic vs ppf coating any specific checks before delivery anything that specifically needs to be done from the dealership only thanks in advance,en,"Hi, planning to buy safari accoumplished plus. Request views on 
1. Must have accessories
2. Side steps
3. Teflon vs ceramic vs PPF coating 
4. Any specific checks before delivery. 
Anything that specifically needs to be done from the dealership only. 
Thanks in advance.",Neutral
"Hi, can someone please tell what's rough cost for 1.5 yr servicing and 2yr servicing of Harrier?",hi can someone please tell whats rough cost for yr servicing and yr servicing of harrier,en,"Hi, can someone please tell what's rough cost for 1.5 yr servicing and 2yr servicing of Harrier?",Neutral
"Safari does have a poor resale value..but it more comfortable than scorpio N. Drive is also smoother. Service for both the cars is expenaive. But you will get a better feel in safari, specially the doors, the door width is compartively more that xuv 700, scorpoi N and Thar roxx, the door width is less and all the cup holder, buttons are protuding out wheras everthing is within the door for safari. It gave me a bolero kind of feel.",safari does have a poor resale valuebut it more comfortable than scorpio n drive is also smoother service for both the cars is expenaive but you will get a better feel in safari specially the doors the door width is compartively more that xuv scorpoi n and thar roxx the door width is less and all the cup holder buttons are protuding out wheras everthing is within the door for safari it gave me a bolero kind of feel,en,"Safari does have a poor resale value..but it more comfortable than scorpio N. Drive is also smoother. Service for both the cars is expenaive. But you will get a better feel in safari, specially the doors, the door width is compartively more that xuv 700, scorpoi N and Thar roxx, the door width is less and all the cup holder, buttons are protuding out wheras everthing is within the door for safari. It gave me a bolero kind of feel.",Positive
"2 very different style suvs ..
Safari - monocoque chassis for comfort ride and luxury styled suv

N Scorpio - ladder on frame chassis gives u that raw suv feel with 4x4 capability 

So depends on the requirement", very different style suvs safari monocoque chassis for comfort ride and luxury styled suv n scorpio ladder on frame chassis gives u that raw suv feel with x capability so depends on the requirement,en,"2 very different style suvs ..
Safari - monocoque chassis for comfort ride and luxury styled suv

N Scorpio - ladder on frame chassis gives u that raw suv feel with 4x4 capability 

So depends on the requirement",Negative
"Scorpio N stance is very truck like, too much body roll.
Safari is better.

But it's personal preference, test drive (with family) and decide.",scorpio n stance is very truck like too much body roll safari is better but its personal preference test drive with family and decide,en,"Scorpio N stance is very truck like, too much body roll.
Safari is better.

But it's personal preference, test drive (with family) and decide.",Positive
I m planning to purchase a new car and I am confused which one to buy between tata safari/scorpio N. Some of my best friends are saying that Safari has poor resale value as compared to Scorpio N.Can someone give me an honest review?,i m planning to purchase a new car and i am confused which one to buy between tata safariscorpio n some of my best friends are saying that safari has poor resale value as compared to scorpio ncan someone give me an honest review,en,I m planning to purchase a new car and I am confused which one to buy between tata safari/scorpio N. Some of my best friends are saying that Safari has poor resale value as compared to Scorpio N.Can someone give me an honest review?,Positive
I second that- Harrier is masterpiece. Services again depends on ASA,i second that harrier is masterpiece services again depends on asa,en,I second that- Harrier is masterpiece. Services again depends on ASA,Neutral
"My experience is the best car and service experience. 

But I would highly recommend doing a centre review where you will buy from and do service. Some centres have consistently bad feedback, stay away from them.
Do a third party PDI then only pay. 


I have owned and driven  Harrier for around 3 years. Absolute beast and no issues.
Prefer auto.",my experience is the best car and service experience but i would highly recommend doing a centre review where you will buy from and do service some centres have consistently bad feedback stay away from them do a third party pdi then only pay i have owned and driven harrier for around years absolute beast and no issues prefer auto,en,"My experience is the best car and service experience. 

But I would highly recommend doing a centre review where you will buy from and do service. Some centres have consistently bad feedback, stay away from them.
Do a third party PDI then only pay. 


I have owned and driven  Harrier for around 3 years. Absolute beast and no issues.
Prefer auto.",Positive
"Who ever I'm asking an opinion about Harrier, everyone says to look for other car because of quality and service issue. Asking this group about your honest opinion. Would you first of all recommend a Harrier. If you do what would you recommend? Pre face lift second hand or facelift.",who ever im asking an opinion about harrier everyone says to look for other car because of quality and service issue asking this group about your honest opinion would you first of all recommend a harrier if you do what would you recommend pre face lift second hand or facelift,en,"Who ever I'm asking an opinion about Harrier, everyone says to look for other car because of quality and service issue. Asking this group about your honest opinion. Would you first of all recommend a Harrier. If you do what would you recommend? Pre face lift second hand or facelift.",Positive
What is the approx service cost per year with Harrier,what is the approx service cost per year with harrier,en,What is the approx service cost per year with Harrier,Neutral
"Try out, Harrier, Safari clutch is not easy.",try out harrier safari clutch is not easy,en,"Try out, Harrier, Safari clutch is not easy.",Negative
Is Manual Harrier manageable to drive in city bumper to bumper,is manual harrier manageable to drive in city bumper to bumper,en,Is Manual Harrier manageable to drive in city bumper to bumper,Neutral
"Need your suggestion to buy Harrier base variant Smart and do after market upgrade of sound, cruise control, remote locking etc. is it good decision or buy pure variant",need your suggestion to buy harrier base variant smart and do after market upgrade of sound cruise control remote locking etc is it good decision or buy pure variant,en,"Need your suggestion to buy Harrier base variant Smart and do after market upgrade of sound, cruise control, remote locking etc. is it good decision or buy pure variant",Positive
"On my safari have insalled Redtiger F17 4K 3-Channel 5G Wifi Dash Cam

I did with a hard wire kit for offline recording

One of the best  and peace of mind with very good clarity",on my safari have insalled redtiger f k channel g wifi dash cam i did with a hard wire kit for offline recording one of the best and peace of mind with very good clarity,en,"On my safari have insalled Redtiger F17 4K 3-Channel 5G Wifi Dash Cam

I did with a hard wire kit for offline recording

One of the best  and peace of mind with very good clarity",Positive
Any suggestions for a dashcam for my harrier - 70mai or ddpai?,any suggestions for a dashcam for my harrier mai or ddpai,en,Any suggestions for a dashcam for my harrier - 70mai or ddpai?,Neutral
"Not to offend you brother, but not sure many of harrier owner care or note milage. I mean not the primary or secondary purpose of purchasing the beast is mileage any-day for me.",not to offend you brother but not sure many of harrier owner care or note milage i mean not the primary or secondary purpose of purchasing the beast is mileage anyday for me,en,"Not to offend you brother, but not sure many of harrier owner care or note milage. I mean not the primary or secondary purpose of purchasing the beast is mileage any-day for me.",Neutral
Can we use this oil for Tata harrier BS VI model,can we use this oil for tata harrier bs vi model,en,Can we use this oil for Tata harrier BS VI model,Neutral
"3 year old harrier at 69.5k odo .around 2 weeks earlier at last service on 67.5k I opted for rat repellent coating in engine bay provided at service centre by 3m I think. Now from yesterday evening a pungent chemical type smell is in the car. In stationary vehicle after 4-5 hours it is very pungent , after some driving with windows open it becomes just bearable. Anyone faced such issue ? 
Is is refrigerant leak or coating issues or anything else with ac compressor.", year old harrier at k odo around weeks earlier at last service on k i opted for rat repellent coating in engine bay provided at service centre by m i think now from yesterday evening a pungent chemical type smell is in the car in stationary vehicle after hours it is very pungent after some driving with windows open it becomes just bearable anyone faced such issue is is refrigerant leak or coating issues or anything else with ac compressor,en,"3 year old harrier at 69.5k odo .around 2 weeks earlier at last service on 67.5k I opted for rat repellent coating in engine bay provided at service centre by 3m I think. Now from yesterday evening a pungent chemical type smell is in the car. In stationary vehicle after 4-5 hours it is very pungent , after some driving with windows open it becomes just bearable. Anyone faced such issue ? 
Is is refrigerant leak or coating issues or anything else with ac compressor.",Neutral
What would be ideal battery for Harrier 2022 model,what would be ideal battery for harrier model,en,What would be ideal battery for Harrier 2022 model,Positive
what is approximate service cost for second year for tatA harrier,what is approximate service cost for second year for tata harrier,en,what is approximate service cost for second year for tatA harrier,Negative
I need suggestions for Tyre for harrier 2019 model present i am using 255/65/R17,i need suggestions for tyre for harrier model present i am using r,da,I need suggestions for Tyre for harrier 2019 model present i am using 255/65/R17,Neutral
Is the owner of this harrier in this group? Or is he on youtube?,is the owner of this harrier in this group or is he on youtube,en,Is the owner of this harrier in this group? Or is he on youtube?,Neutral
I am getting oil signal continuously in my safari while travelling. Checked the oil level with local garage and it was good. What can be reason?,i am getting oil signal continuously in my safari while travelling checked the oil level with local garage and it was good what can be reason,en,I am getting oil signal continuously in my safari while travelling. Checked the oil level with local garage and it was good. What can be reason?,Positive
"I purchased a Safari Facelift last year in April, and I’ve been experiencing a noise issue from the suspension from left side of the vehicle even when the vehicle is in a speed of 5-10 KM/hours in a rough road. I reported this to the service team, and they mentioned that it’s a common issue in all vehicles and assured me it would be fixed but even after 2-3 service the sound is still there

Could you guys please confirm if this is actually a known/common issue, or am I being misinformed?",i purchased a safari facelift last year in april and ive been experiencing a noise issue from the suspension from left side of the vehicle even when the vehicle is in a speed of kmhours in a rough road i reported this to the service team and they mentioned that its a common issue in all vehicles and assured me it would be fixed but even after service the sound is still there could you guys please confirm if this is actually a knowncommon issue or am i being misinformed,en,"I purchased a Safari Facelift last year in April, and I’ve been experiencing a noise issue from the suspension from left side of the vehicle even when the vehicle is in a speed of 5-10 KM/hours in a rough road. I reported this to the service team, and they mentioned that it’s a common issue in all vehicles and assured me it would be fixed but even after 2-3 service the sound is still there

Could you guys please confirm if this is actually a known/common issue, or am I being misinformed?",Neutral
Got this software version installed in my safari 2023 xza+ o model and the infotainment system gets restart in every 10 min having android auto in play. Is this is stable version or should I install the lower stable versions if any,got this software version installed in my safari xza o model and the infotainment system gets restart in every min having android auto in play is this is stable version or should i install the lower stable versions if any,en,Got this software version installed in my safari 2023 xza+ o model and the infotainment system gets restart in every 10 min having android auto in play. Is this is stable version or should I install the lower stable versions if any,Neutral
What is the latest infotainment update version installed in facelift harrier ?,what is the latest infotainment update version installed in facelift harrier ,en,What is the latest infotainment update version installed in facelift harrier ?,Positive
"Any suggestions for led lights for Tata Safari, any feedback on AOZOOM?",any suggestions for led lights for tata safari any feedback on aozoom,en,"Any suggestions for led lights for Tata Safari, any feedback on AOZOOM?",Neutral
"Hi All
I am existing the group. I have sold my harrier to switch to EV.
Thanks for all the support",hi all i am existing the group i have sold my harrier to switch to ev thanks for all the support,en,"Hi All
I am existing the group. I have sold my harrier to switch to EV.
Thanks for all the support",Positive
Just wanted to check… bosch clear advantage vipers suit new Tata Safari ???,just wanted to check bosch clear advantage vipers suit new tata safari ,en,Just wanted to check… bosch clear advantage vipers suit new Tata Safari ???,Positive
"Dear all..when I park Harrier on the slope and when I start driving and get the Harrier down, there is a weird sound I get..Is this normal ?",dear allwhen i park harrier on the slope and when i start driving and get the harrier down there is a weird sound i getis this normal ,en,"Dear all..when I park Harrier on the slope and when I start driving and get the Harrier down, there is a weird sound I get..Is this normal ?",Neutral
Can anyone help me with this car with wrench symbol along with check engine light issue on my safari 2023,can anyone help me with this car with wrench symbol along with check engine light issue on my safari ,en,Can anyone help me with this car with wrench symbol along with check engine light issue on my safari 2023,Positive
"Safari has a faulty brake master cylinder booster. I had it replaced out of warranty. Sc told there is no problem. 

But after replacement I found the brakes to be working fine",safari has a faulty brake master cylinder booster i had it replaced out of warranty sc told there is no problem but after replacement i found the brakes to be working fine,en,"Safari has a faulty brake master cylinder booster. I had it replaced out of warranty. Sc told there is no problem. 

But after replacement I found the brakes to be working fine",Positive
"Got to know that what's mostly causing this problem  is the failure of Master Cylinder due to which brake oil is getting leaked and affecting brake booster.

This is a common problem in Harrier and  Safari. Will be visiting the Service Centre and proactively checking this issue.",got to know that whats mostly causing this problem is the failure of master cylinder due to which brake oil is getting leaked and affecting brake booster this is a common problem in harrier and safari will be visiting the service centre and proactively checking this issue,en,"Got to know that what's mostly causing this problem  is the failure of Master Cylinder due to which brake oil is getting leaked and affecting brake booster.

This is a common problem in Harrier and  Safari. Will be visiting the Service Centre and proactively checking this issue.",Neutral
"See a lot of queries about ineffective breaking. 
I have been experiencing the same with my Safari 2022 XZA+
Break pads changed at 30000 KM.

Is it a problem with break boosters? 
The service centre says it's how the break is. Which is definitely false. 

Please share if anyone was able to resolve this breaking issue.",see a lot of queries about ineffective breaking i have been experiencing the same with my safari xza break pads changed at km is it a problem with break boosters the service centre says its how the break is which is definitely false please share if anyone was able to resolve this breaking issue,en,"See a lot of queries about ineffective breaking. 
I have been experiencing the same with my Safari 2022 XZA+
Break pads changed at 30000 KM.

Is it a problem with break boosters? 
The service centre says it's how the break is. Which is definitely false. 

Please share if anyone was able to resolve this breaking issue.",Neutral
Hi Rockey...Bhai any feedback on harrier's running after these many km and what is service frequency..,hi rockeybhai any feedback on harriers running after these many km and what is service frequency,en,Hi Rockey...Bhai any feedback on harrier's running after these many km and what is service frequency..,Positive
Harrier 1.5lkh crossrd,harrier lkh crossrd,en,Harrier 1.5lkh crossrd,Neutral
Anyone crossed 1lac kms odo in Safari,anyone crossed lac kms odo in safari,en,Anyone crossed 1lac kms odo in Safari,Neutral
"Most cases in Harrier , It usually pops up if your major service is due...",most cases in harrier it usually pops up if your major service is due,en,"Most cases in Harrier , It usually pops up if your major service is due...",Neutral
Original stock headlights of 2023 harrier. Used for a year only. Ready to sell with very minimal price in Bangalore,original stock headlights of harrier used for a year only ready to sell with very minimal price in bangalore,en,Original stock headlights of 2023 harrier. Used for a year only. Ready to sell with very minimal price in Bangalore,Positive
can we buy amc for old vehicle - safari ( 2021 model),can we buy amc for old vehicle safari model,en,can we buy amc for old vehicle - safari ( 2021 model),Neutral
Anyone Tata service app showing different prices for service. Like Engine oil 5200 around but service center charge Rs5700 and labour change Rs 4295 and service center Rs4700.... And many more price Differences between app and service center price...... Vehicle- safari,anyone tata service app showing different prices for service like engine oil around but service center charge rs and labour change rs and service center rs and many more price differences between app and service center price vehicle safari,en,Anyone Tata service app showing different prices for service. Like Engine oil 5200 around but service center charge Rs5700 and labour change Rs 4295 and service center Rs4700.... And many more price Differences between app and service center price...... Vehicle- safari,Positive
"As a car, harrier is awesome and no complaints for that. I am satisfied for using 3 years and 40kms 
Just SC is nightmare 😜",as a car harrier is awesome and no complaints for that i am satisfied for using years and kms just sc is nightmare ,en,"As a car, harrier is awesome and no complaints for that. I am satisfied for using 3 years and 40kms 
Just SC is nightmare 😜",Positive
